property_id,check_in_date,room_category,successful_bookings,capacity,revenue,occupancy_percentage,day_of_week,day_type
19563,2022-06-18,RT1,22,30,2200,73.33333333333333,Saturday,Weekend
17558,2022-06-18,RT1,14,19,1400,73.68421052631578,Saturday,Weekend
16558,2022-06-18,RT1,17,19,1700,89.47368421052632,Saturday,Weekend
17560,2022-06-18,RT1,29,40,2900,72.5,Saturday,Weekend
19558,2022-06-18,RT1,23,40,2300,57.49999999999999,Saturday,Weekend
19560,2022-06-18,RT1,24,26,2400,92.3076923076923,Saturday,Weekend
17561,2022-06-18,RT1,22,26,2200,84.61538461538461,Saturday,Weekend
16560,2022-06-18,RT1,25,34,2500,73.52941176470588,Saturday,Weekend
16561,2022-06-18,RT1,17,18,1700,94.44444444444444,Saturday,Weekend
16562,2022-06-18,RT1,22,31,2200,70.96774193548387,Saturday,Weekend
16563,2022-06-18,RT1,37,41,3700,90.2439024390244,Saturday,Weekend
17559,2022-06-18,RT1,32,32,3200,100.0,Saturday,Weekend
17562,2022-06-18,RT1,12,20,1200,60.0,Saturday,Weekend
17563,2022-06-18,RT1,22,25,2200,88.0,Saturday,Weekend
18558,2022-06-18,RT1,12,15,1200,80.0,Saturday,Weekend
18559,2022-06-18,RT1,26,42,2600,61.904761904761905,Saturday,Weekend
18561,2022-06-18,RT1,28,33,2800,84.84848484848484,Saturday,Weekend
18562,2022-06-18,RT1,38,38,3800,100.0,Saturday,Weekend
18563,2022-06-18,RT1,18,27,1800,66.66666666666666,Saturday,Weekend
19559,2022-06-18,RT1,17,24,1700,70.83333333333334,Saturday,Weekend
19561,2022-06-18,RT1,25,36,2500,69.44444444444444,Saturday,Weekend
17564,2022-06-18,RT1,10,16,1000,62.5,Saturday,Weekend
19562,2022-06-18,RT2,20,23,2000,86.95652173913044,Saturday,Weekend
18563,2022-06-18,RT2,21,29,2100,72.41379310344827,Saturday,Weekend
17561,2022-06-18,RT2,32,36,3200,88.88888888888889,Saturday,Weekend
17558,2022-06-18,RT2,34,50,3400,68.0,Saturday,Weekend
16562,2022-06-18,RT2,32,43,3200,74.4186046511628,Saturday,Weekend
16561,2022-06-18,RT2,23,24,2300,95.83333333333334,Saturday,Weekend
16558,2022-06-18,RT2,21,22,2100,95.45454545454545,Saturday,Weekend
19560,2022-06-18,RT2,33,38,3300,86.8421052631579,Saturday,Weekend
16563,2022-06-18,RT2,34,38,3400,89.47368421052632,Saturday,Weekend
16559,2022-06-18,RT2,37,41,3700,90.2439024390244,Saturday,Weekend
19559,2022-06-18,RT2,30,41,3000,73.17073170731707,Saturday,Weekend
19558,2022-06-18,RT2,22,39,2200,56.41025641025641,Saturday,Weekend
17559,2022-06-18,RT2,36,39,3600,92.3076923076923,Saturday,Weekend
16560,2022-06-18,RT2,24,34,2400,70.58823529411765,Saturday,Weekend
18562,2022-06-18,RT2,32,34,3200,94.11764705882352,Saturday,Weekend
18559,2022-06-18,RT2,30,44,3000,68.18181818181817,Saturday,Weekend
17563,2022-06-18,RT2,41,44,4100,93.18181818181817,Saturday,Weekend
17562,2022-06-18,RT2,20,30,2000,66.66666666666666,Saturday,Weekend
18558,2022-06-18,RT2,22,30,2200,73.33333333333333,Saturday,Weekend
17564,2022-06-18,RT2,26,40,2600,65.0,Saturday,Weekend
18561,2022-06-18,RT2,37,40,3700,92.5,Saturday,Weekend
18560,2022-06-18,RT2,37,40,3700,92.5,Saturday,Weekend
17560,2022-06-18,RT2,35,45,3500,77.77777777777779,Saturday,Weekend
19561,2022-06-18,RT2,32,45,3200,71.11111111111111,Saturday,Weekend
19563,2022-06-18,RT2,34,45,3400,75.55555555555556,Saturday,Weekend
19563,2022-06-18,RT3,20,29,2000,68.96551724137932,Saturday,Weekend
19562,2022-06-18,RT3,29,29,2900,100.0,Saturday,Weekend
19561,2022-06-18,RT3,20,29,2000,68.96551724137932,Saturday,Weekend
18562,2022-06-18,RT3,27,29,2700,93.10344827586206,Saturday,Weekend
17558,2022-06-18,RT3,21,27,2100,77.77777777777779,Saturday,Weekend
17562,2022-06-18,RT3,16,27,1600,59.25925925925925,Saturday,Weekend
19559,2022-06-18,RT3,21,27,2100,77.77777777777779,Saturday,Weekend
16559,2022-06-18,RT3,29,32,2900,90.625,Saturday,Weekend
16558,2022-06-18,RT3,7,8,700,87.5,Saturday,Weekend
17560,2022-06-18,RT3,18,25,1800,72.0,Saturday,Weekend
18561,2022-06-18,RT3,22,25,2200,88.0,Saturday,Weekend
16561,2022-06-18,RT3,20,21,2000,95.23809523809523,Saturday,Weekend
16563,2022-06-18,RT3,19,20,1900,95.0,Saturday,Weekend
17561,2022-06-18,RT3,18,19,1800,94.73684210526315,Saturday,Weekend
18558,2022-06-18,RT3,19,26,1900,73.07692307692307,Saturday,Weekend
18560,2022-06-18,RT3,23,24,2300,95.83333333333334,Saturday,Weekend
18563,2022-06-18,RT3,17,23,1700,73.91304347826086,Saturday,Weekend
19560,2022-06-18,RT3,16,19,1600,84.21052631578947,Saturday,Weekend
16562,2022-06-18,RT3,13,18,1300,72.22222222222221,Saturday,Weekend
17563,2022-06-18,RT3,13,16,1300,81.25,Saturday,Weekend
18559,2022-06-18,RT3,13,23,1300,56.52173913043478,Saturday,Weekend
16560,2022-06-18,RT3,14,20,1400,70.0,Saturday,Weekend
17559,2022-06-18,RT3,14,16,1400,87.5,Saturday,Weekend
17564,2022-06-18,RT3,14,24,1400,58.333333333333336,Saturday,Weekend
19558,2022-06-18,RT3,12,21,1200,57.14285714285714,Saturday,Weekend
19559,2022-06-18,RT4,2,3,200,66.66666666666666,Saturday,Weekend
16562,2022-06-18,RT4,4,6,400,66.66666666666666,Saturday,Weekend
17558,2022-06-18,RT4,4,6,400,66.66666666666666,Saturday,Weekend
17562,2022-06-18,RT4,4,6,400,66.66666666666666,Saturday,Weekend
19558,2022-06-18,RT4,4,7,400,57.14285714285714,Saturday,Weekend
19561,2022-06-18,RT4,5,7,500,71.42857142857143,Saturday,Weekend
19563,2022-06-18,RT4,5,6,500,83.33333333333334,Saturday,Weekend
16560,2022-06-18,RT4,6,7,600,85.71428571428571,Saturday,Weekend
16561,2022-06-18,RT4,9,10,900,90.0,Saturday,Weekend
17560,2022-06-18,RT4,9,13,900,69.23076923076923,Saturday,Weekend
18561,2022-06-18,RT4,9,9,900,100.0,Saturday,Weekend
17564,2022-06-18,RT4,10,17,1000,58.82352941176471,Saturday,Weekend
18560,2022-06-18,RT4,14,15,1400,93.33333333333333,Saturday,Weekend
19560,2022-06-18,RT4,15,16,1500,93.75,Saturday,Weekend
18559,2022-06-18,RT4,11,19,1100,57.89473684210527,Saturday,Weekend
17563,2022-06-18,RT4,17,19,1700,89.47368421052632,Saturday,Weekend
19562,2022-06-18,RT4,11,14,1100,78.57142857142857,Saturday,Weekend
17559,2022-06-18,RT4,13,14,1300,92.85714285714286,Saturday,Weekend
18558,2022-06-18,RT4,15,20,1500,75.0,Saturday,Weekend
18562,2022-06-18,RT4,18,20,1800,90.0,Saturday,Weekend
18563,2022-06-18,RT4,13,18,1300,72.22222222222221,Saturday,Weekend
16563,2022-06-18,RT4,18,18,1800,100.0,Saturday,Weekend
16559,2022-06-18,RT4,18,18,1800,100.0,Saturday,Weekend
17561,2022-06-18,RT4,3,4,300,75.0,Saturday,Weekend
16558,2022-06-18,RT4,3,3,300,100.0,Saturday,Weekend
19563,2022-06-19,RT3,19,29,1900,65.51724137931035,Sunday,Weekend
18560,2022-06-19,RT1,25,30,2500,83.33333333333334,Sunday,Weekend
19562,2022-06-19,RT1,26,30,2600,86.66666666666667,Sunday,Weekend
19563,2022-06-19,RT1,17,30,1700,56.666666666666664,Sunday,Weekend
17558,2022-06-19,RT1,12,19,1200,63.1578947368421,Sunday,Weekend
16558,2022-06-19,RT1,13,19,1300,68.42105263157895,Sunday,Weekend
17560,2022-06-19,RT1,26,40,2600,65.0,Sunday,Weekend
19558,2022-06-19,RT1,21,40,2100,52.5,Sunday,Weekend
19560,2022-06-19,RT1,21,26,2100,80.76923076923077,Sunday,Weekend
17561,2022-06-19,RT1,17,26,1700,65.38461538461539,Sunday,Weekend
16560,2022-06-19,RT1,20,34,2000,58.82352941176471,Sunday,Weekend
16561,2022-06-19,RT1,12,18,1200,66.66666666666666,Sunday,Weekend
16562,2022-06-19,RT1,18,31,1800,58.06451612903226,Sunday,Weekend
16563,2022-06-19,RT1,31,41,3100,75.60975609756098,Sunday,Weekend
17559,2022-06-19,RT1,26,32,2600,81.25,Sunday,Weekend
17562,2022-06-19,RT1,10,20,1000,50.0,Sunday,Weekend
17563,2022-06-19,RT1,17,25,1700,68.0,Sunday,Weekend
18558,2022-06-19,RT1,10,15,1000,66.66666666666666,Sunday,Weekend
18559,2022-06-19,RT1,21,42,2100,50.0,Sunday,Weekend
18561,2022-06-19,RT1,24,33,2400,72.72727272727273,Sunday,Weekend
18562,2022-06-19,RT1,30,38,3000,78.94736842105263,Sunday,Weekend
18563,2022-06-19,RT1,15,27,1500,55.55555555555556,Sunday,Weekend
19559,2022-06-19,RT1,16,24,1600,66.66666666666666,Sunday,Weekend
19561,2022-06-19,RT1,22,36,2200,61.111111111111114,Sunday,Weekend
17564,2022-06-19,RT1,8,16,800,50.0,Sunday,Weekend
19562,2022-06-19,RT2,19,23,1900,82.6086956521739,Sunday,Weekend
18563,2022-06-19,RT2,16,29,1600,55.172413793103445,Sunday,Weekend
17561,2022-06-19,RT2,24,36,2400,66.66666666666666,Sunday,Weekend
17558,2022-06-19,RT2,34,50,3400,68.0,Sunday,Weekend
16562,2022-06-19,RT2,25,43,2500,58.139534883720934,Sunday,Weekend
16561,2022-06-19,RT2,17,24,1700,70.83333333333334,Sunday,Weekend
16558,2022-06-19,RT2,19,22,1900,86.36363636363636,Sunday,Weekend
19560,2022-06-19,RT2,26,38,2600,68.42105263157895,Sunday,Weekend
16563,2022-06-19,RT2,25,38,2500,65.78947368421053,Sunday,Weekend
16559,2022-06-19,RT2,29,41,2900,70.73170731707317,Sunday,Weekend
19559,2022-06-19,RT2,23,41,2300,56.09756097560976,Sunday,Weekend
19558,2022-06-19,RT2,19,39,1900,48.717948717948715,Sunday,Weekend
17559,2022-06-19,RT2,29,39,2900,74.35897435897436,Sunday,Weekend
16560,2022-06-19,RT2,19,34,1900,55.88235294117647,Sunday,Weekend
18562,2022-06-19,RT2,23,34,2300,67.64705882352942,Sunday,Weekend
18559,2022-06-19,RT2,22,44,2200,50.0,Sunday,Weekend
17563,2022-06-19,RT2,30,44,3000,68.18181818181817,Sunday,Weekend
17562,2022-06-19,RT2,17,30,1700,56.666666666666664,Sunday,Weekend
18558,2022-06-19,RT2,16,30,1600,53.333333333333336,Sunday,Weekend
17564,2022-06-19,RT2,19,40,1900,47.5,Sunday,Weekend
18561,2022-06-19,RT2,32,40,3200,80.0,Sunday,Weekend
18560,2022-06-19,RT2,35,40,3500,87.5,Sunday,Weekend
17560,2022-06-19,RT2,28,45,2800,62.22222222222222,Sunday,Weekend
19561,2022-06-19,RT2,26,45,2600,57.77777777777777,Sunday,Weekend
19563,2022-06-19,RT2,26,45,2600,57.77777777777777,Sunday,Weekend
16559,2022-06-19,RT1,22,30,2200,73.33333333333333,Sunday,Weekend
19562,2022-06-19,RT3,21,29,2100,72.41379310344827,Sunday,Weekend
19561,2022-06-19,RT3,18,29,1800,62.06896551724138,Sunday,Weekend
18562,2022-06-19,RT3,20,29,2000,68.96551724137932,Sunday,Weekend
17558,2022-06-19,RT3,16,27,1600,59.25925925925925,Sunday,Weekend
17562,2022-06-19,RT3,13,27,1300,48.148148148148145,Sunday,Weekend
19559,2022-06-19,RT3,17,27,1700,62.96296296296296,Sunday,Weekend
16559,2022-06-19,RT3,24,32,2400,75.0,Sunday,Weekend
16558,2022-06-19,RT3,6,8,600,75.0,Sunday,Weekend
17560,2022-06-19,RT3,16,25,1600,64.0,Sunday,Weekend
18561,2022-06-19,RT3,17,25,1700,68.0,Sunday,Weekend
17561,2022-06-19,RT3,16,19,1600,84.21052631578947,Sunday,Weekend
18558,2022-06-19,RT3,17,26,1700,65.38461538461539,Sunday,Weekend
18560,2022-06-19,RT3,21,24,2100,87.5,Sunday,Weekend
18563,2022-06-19,RT3,15,23,1500,65.21739130434783,Sunday,Weekend
19560,2022-06-19,RT3,15,19,1500,78.94736842105263,Sunday,Weekend
16563,2022-06-19,RT3,13,20,1300,65.0,Sunday,Weekend
16561,2022-06-19,RT3,14,21,1400,66.66666666666666,Sunday,Weekend
17564,2022-06-19,RT3,14,24,1400,58.333333333333336,Sunday,Weekend
16560,2022-06-19,RT3,12,20,1200,60.0,Sunday,Weekend
16562,2022-06-19,RT3,12,18,1200,66.66666666666666,Sunday,Weekend
19558,2022-06-19,RT3,12,21,1200,57.14285714285714,Sunday,Weekend
17559,2022-06-19,RT3,11,16,1100,68.75,Sunday,Weekend
17563,2022-06-19,RT3,11,16,1100,68.75,Sunday,Weekend
18559,2022-06-19,RT3,11,23,1100,47.82608695652174,Sunday,Weekend
19559,2022-06-19,RT4,2,3,200,66.66666666666666,Sunday,Weekend
16558,2022-06-19,RT4,2,3,200,66.66666666666666,Sunday,Weekend
16562,2022-06-19,RT4,4,6,400,66.66666666666666,Sunday,Weekend
17558,2022-06-19,RT4,4,6,400,66.66666666666666,Sunday,Weekend
19563,2022-06-19,RT4,4,6,400,66.66666666666666,Sunday,Weekend
16560,2022-06-19,RT4,4,7,400,57.14285714285714,Sunday,Weekend
19561,2022-06-19,RT4,4,7,400,57.14285714285714,Sunday,Weekend
18561,2022-06-19,RT4,6,9,600,66.66666666666666,Sunday,Weekend
16561,2022-06-19,RT4,7,10,700,70.0,Sunday,Weekend
17560,2022-06-19,RT4,8,13,800,61.53846153846154,Sunday,Weekend
17564,2022-06-19,RT4,8,17,800,47.05882352941176,Sunday,Weekend
18560,2022-06-19,RT4,11,15,1100,73.33333333333333,Sunday,Weekend
19560,2022-06-19,RT4,14,16,1400,87.5,Sunday,Weekend
18559,2022-06-19,RT4,8,19,800,42.10526315789473,Sunday,Weekend
17563,2022-06-19,RT4,15,19,1500,78.94736842105263,Sunday,Weekend
19562,2022-06-19,RT4,9,14,900,64.28571428571429,Sunday,Weekend
17559,2022-06-19,RT4,11,14,1100,78.57142857142857,Sunday,Weekend
18558,2022-06-19,RT4,11,20,1100,55.00000000000001,Sunday,Weekend
18562,2022-06-19,RT4,14,20,1400,70.0,Sunday,Weekend
18563,2022-06-19,RT4,11,18,1100,61.111111111111114,Sunday,Weekend
16563,2022-06-19,RT4,12,18,1200,66.66666666666666,Sunday,Weekend
16559,2022-06-19,RT4,13,18,1300,72.22222222222221,Sunday,Weekend
17562,2022-06-19,RT4,3,6,300,50.0,Sunday,Weekend
19558,2022-06-19,RT4,3,7,300,42.857142857142854,Sunday,Weekend
17561,2022-06-19,RT4,3,4,300,75.0,Sunday,Weekend
16559,2022-06-20,RT1,18,30,1800,60.0,Monday,Weekday
19562,2022-06-20,RT1,16,30,1600,53.333333333333336,Monday,Weekday
19563,2022-06-20,RT1,15,30,1500,50.0,Monday,Weekday
17558,2022-06-20,RT1,7,19,700,36.84210526315789,Monday,Weekday
16558,2022-06-20,RT1,12,19,1200,63.1578947368421,Monday,Weekday
17560,2022-06-20,RT1,15,40,1500,37.5,Monday,Weekday
19558,2022-06-20,RT1,11,40,1100,27.500000000000004,Monday,Weekday
19560,2022-06-20,RT1,14,26,1400,53.84615384615385,Monday,Weekday
17561,2022-06-20,RT1,11,26,1100,42.30769230769231,Monday,Weekday
16560,2022-06-20,RT1,13,34,1300,38.23529411764706,Monday,Weekday
16561,2022-06-20,RT1,10,18,1000,55.55555555555556,Monday,Weekday
16562,2022-06-20,RT1,12,31,1200,38.70967741935484,Monday,Weekday
16563,2022-06-20,RT1,22,41,2200,53.65853658536586,Monday,Weekday
17559,2022-06-20,RT1,18,32,1800,56.25,Monday,Weekday
17562,2022-06-20,RT1,8,20,800,40.0,Monday,Weekday
17563,2022-06-20,RT1,13,25,1300,52.0,Monday,Weekday
18558,2022-06-20,RT1,7,15,700,46.666666666666664,Monday,Weekday
18559,2022-06-20,RT1,13,42,1300,30.952380952380953,Monday,Weekday
18561,2022-06-20,RT1,18,33,1800,54.54545454545454,Monday,Weekday
18562,2022-06-20,RT1,19,38,1900,50.0,Monday,Weekday
18563,2022-06-20,RT1,12,27,1200,44.44444444444444,Monday,Weekday
19559,2022-06-20,RT1,10,24,1000,41.66666666666667,Monday,Weekday
19561,2022-06-20,RT1,17,36,1700,47.22222222222222,Monday,Weekday
17564,2022-06-20,RT1,6,16,600,37.5,Monday,Weekday
19562,2022-06-20,RT2,11,23,1100,47.82608695652174,Monday,Weekday
18563,2022-06-20,RT2,14,29,1400,48.275862068965516,Monday,Weekday
17561,2022-06-20,RT2,21,36,2100,58.333333333333336,Monday,Weekday
17558,2022-06-20,RT2,21,50,2100,42.0,Monday,Weekday
16562,2022-06-20,RT2,19,43,1900,44.18604651162791,Monday,Weekday
16561,2022-06-20,RT2,12,24,1200,50.0,Monday,Weekday
16558,2022-06-20,RT2,11,22,1100,50.0,Monday,Weekday
19560,2022-06-20,RT2,20,38,2000,52.63157894736842,Monday,Weekday
16563,2022-06-20,RT2,17,38,1700,44.73684210526316,Monday,Weekday
16559,2022-06-20,RT2,20,41,2000,48.78048780487805,Monday,Weekday
19559,2022-06-20,RT2,21,41,2100,51.21951219512195,Monday,Weekday
19558,2022-06-20,RT2,13,39,1300,33.33333333333333,Monday,Weekday
17559,2022-06-20,RT2,17,39,1700,43.58974358974359,Monday,Weekday
16560,2022-06-20,RT2,17,34,1700,50.0,Monday,Weekday
18562,2022-06-20,RT2,15,34,1500,44.11764705882353,Monday,Weekday
18559,2022-06-20,RT2,17,44,1700,38.63636363636363,Monday,Weekday
17563,2022-06-20,RT2,23,44,2300,52.27272727272727,Monday,Weekday
17562,2022-06-20,RT2,11,30,1100,36.666666666666664,Monday,Weekday
18558,2022-06-20,RT2,12,30,1200,40.0,Monday,Weekday
17564,2022-06-20,RT2,13,40,1300,32.5,Monday,Weekday
18561,2022-06-20,RT2,21,40,2100,52.5,Monday,Weekday
18560,2022-06-20,RT2,19,40,1900,47.5,Monday,Weekday
17560,2022-06-20,RT2,18,45,1800,40.0,Monday,Weekday
19561,2022-06-20,RT2,16,45,1600,35.55555555555556,Monday,Weekday
19563,2022-06-20,RT2,18,45,1800,40.0,Monday,Weekday
19563,2022-06-20,RT3,14,29,1400,48.275862068965516,Monday,Weekday
18560,2022-06-20,RT1,17,30,1700,56.666666666666664,Monday,Weekday
19562,2022-06-20,RT3,14,29,1400,48.275862068965516,Monday,Weekday
19561,2022-06-20,RT3,11,29,1100,37.93103448275862,Monday,Weekday
18562,2022-06-20,RT3,16,29,1600,55.172413793103445,Monday,Weekday
17558,2022-06-20,RT3,11,27,1100,40.74074074074074,Monday,Weekday
17562,2022-06-20,RT3,8,27,800,29.629629629629626,Monday,Weekday
19559,2022-06-20,RT3,11,27,1100,40.74074074074074,Monday,Weekday
16559,2022-06-20,RT3,17,32,1700,53.125,Monday,Weekday
16558,2022-06-20,RT3,3,8,300,37.5,Monday,Weekday
16562,2022-06-20,RT3,8,18,800,44.44444444444444,Monday,Weekday
17559,2022-06-20,RT3,8,16,800,50.0,Monday,Weekday
19558,2022-06-20,RT3,8,21,800,38.095238095238095,Monday,Weekday
18561,2022-06-20,RT3,13,25,1300,52.0,Monday,Weekday
17563,2022-06-20,RT3,9,16,900,56.25,Monday,Weekday
18559,2022-06-20,RT3,9,23,900,39.130434782608695,Monday,Weekday
18563,2022-06-20,RT3,9,23,900,39.130434782608695,Monday,Weekday
19560,2022-06-20,RT3,9,19,900,47.368421052631575,Monday,Weekday
16560,2022-06-20,RT3,10,20,1000,50.0,Monday,Weekday
17564,2022-06-20,RT3,10,24,1000,41.66666666666667,Monday,Weekday
16563,2022-06-20,RT3,12,20,1200,60.0,Monday,Weekday
16561,2022-06-20,RT3,11,21,1100,52.38095238095239,Monday,Weekday
17560,2022-06-20,RT3,11,25,1100,44.0,Monday,Weekday
17561,2022-06-20,RT3,11,19,1100,57.89473684210527,Monday,Weekday
18558,2022-06-20,RT3,11,26,1100,42.30769230769231,Monday,Weekday
18560,2022-06-20,RT3,11,24,1100,45.83333333333333,Monday,Weekday
17561,2022-06-20,RT4,2,4,200,50.0,Monday,Weekday
17562,2022-06-20,RT4,2,6,200,33.33333333333333,Monday,Weekday
19561,2022-06-20,RT4,2,7,200,28.57142857142857,Monday,Weekday
19563,2022-06-20,RT4,2,6,200,33.33333333333333,Monday,Weekday
16558,2022-06-20,RT4,2,3,200,66.66666666666666,Monday,Weekday
17560,2022-06-20,RT4,4,13,400,30.76923076923077,Monday,Weekday
16561,2022-06-20,RT4,5,10,500,50.0,Monday,Weekday
18561,2022-06-20,RT4,5,9,500,55.55555555555556,Monday,Weekday
17564,2022-06-20,RT4,6,17,600,35.294117647058826,Monday,Weekday
19559,2022-06-20,RT4,1,3,100,33.33333333333333,Monday,Weekday
18560,2022-06-20,RT4,7,15,700,46.666666666666664,Monday,Weekday
19560,2022-06-20,RT4,8,16,800,50.0,Monday,Weekday
18559,2022-06-20,RT4,8,19,800,42.10526315789473,Monday,Weekday
17563,2022-06-20,RT4,10,19,1000,52.63157894736842,Monday,Weekday
19562,2022-06-20,RT4,8,14,800,57.14285714285714,Monday,Weekday
17559,2022-06-20,RT4,8,14,800,57.14285714285714,Monday,Weekday
18558,2022-06-20,RT4,8,20,800,40.0,Monday,Weekday
18562,2022-06-20,RT4,11,20,1100,55.00000000000001,Monday,Weekday
18563,2022-06-20,RT4,7,18,700,38.88888888888889,Monday,Weekday
16563,2022-06-20,RT4,10,18,1000,55.55555555555556,Monday,Weekday
16559,2022-06-20,RT4,11,18,1100,61.111111111111114,Monday,Weekday
16562,2022-06-20,RT4,3,6,300,50.0,Monday,Weekday
17558,2022-06-20,RT4,3,6,300,50.0,Monday,Weekday
16560,2022-06-20,RT4,3,7,300,42.857142857142854,Monday,Weekday
19558,2022-06-20,RT4,3,7,300,42.857142857142854,Monday,Weekday
16559,2022-06-21,RT1,13,30,1300,43.333333333333336,Tuesday,Weekday
18560,2022-06-21,RT1,15,30,1500,50.0,Tuesday,Weekday
19562,2022-06-21,RT1,12,30,1200,40.0,Tuesday,Weekday
19563,2022-06-21,RT1,13,30,1300,43.333333333333336,Tuesday,Weekday
17558,2022-06-21,RT1,6,19,600,31.57894736842105,Tuesday,Weekday
16558,2022-06-21,RT1,9,19,900,47.368421052631575,Tuesday,Weekday
17560,2022-06-21,RT1,15,40,1500,37.5,Tuesday,Weekday
19558,2022-06-21,RT1,14,40,1400,35.0,Tuesday,Weekday
19560,2022-06-21,RT1,13,26,1300,50.0,Tuesday,Weekday
17561,2022-06-21,RT1,13,26,1300,50.0,Tuesday,Weekday
16560,2022-06-21,RT1,15,34,1500,44.11764705882353,Tuesday,Weekday
16561,2022-06-21,RT1,10,18,1000,55.55555555555556,Tuesday,Weekday
16562,2022-06-21,RT1,13,31,1300,41.935483870967744,Tuesday,Weekday
16563,2022-06-21,RT1,22,41,2200,53.65853658536586,Tuesday,Weekday
17559,2022-06-21,RT1,17,32,1700,53.125,Tuesday,Weekday
17562,2022-06-21,RT1,7,20,700,35.0,Tuesday,Weekday
17563,2022-06-21,RT1,14,25,1400,56.00000000000001,Tuesday,Weekday
18558,2022-06-21,RT1,8,15,800,53.333333333333336,Tuesday,Weekday
18559,2022-06-21,RT1,12,42,1200,28.57142857142857,Tuesday,Weekday
18561,2022-06-21,RT1,18,33,1800,54.54545454545454,Tuesday,Weekday
18562,2022-06-21,RT1,20,38,2000,52.63157894736842,Tuesday,Weekday
18563,2022-06-21,RT1,11,27,1100,40.74074074074074,Tuesday,Weekday
19559,2022-06-21,RT1,10,24,1000,41.66666666666667,Tuesday,Weekday
19561,2022-06-21,RT1,13,36,1300,36.11111111111111,Tuesday,Weekday
17564,2022-06-21,RT1,6,16,600,37.5,Tuesday,Weekday
19562,2022-06-21,RT2,11,23,1100,47.82608695652174,Tuesday,Weekday
18563,2022-06-21,RT2,10,29,1000,34.48275862068966,Tuesday,Weekday
17561,2022-06-21,RT2,20,36,2000,55.55555555555556,Tuesday,Weekday
17558,2022-06-21,RT2,21,50,2100,42.0,Tuesday,Weekday
16562,2022-06-21,RT2,21,43,2100,48.837209302325576,Tuesday,Weekday
16561,2022-06-21,RT2,13,24,1300,54.166666666666664,Tuesday,Weekday
16558,2022-06-21,RT2,10,22,1000,45.45454545454545,Tuesday,Weekday
19560,2022-06-21,RT2,21,38,2100,55.26315789473685,Tuesday,Weekday
16563,2022-06-21,RT2,21,38,2100,55.26315789473685,Tuesday,Weekday
16559,2022-06-21,RT2,23,41,2300,56.09756097560976,Tuesday,Weekday
19559,2022-06-21,RT2,18,41,1800,43.90243902439025,Tuesday,Weekday
19558,2022-06-21,RT2,14,39,1400,35.8974358974359,Tuesday,Weekday
17559,2022-06-21,RT2,23,39,2300,58.97435897435898,Tuesday,Weekday
16560,2022-06-21,RT2,15,34,1500,44.11764705882353,Tuesday,Weekday
18562,2022-06-21,RT2,22,34,2200,64.70588235294117,Tuesday,Weekday
18559,2022-06-21,RT2,14,44,1400,31.818181818181817,Tuesday,Weekday
17563,2022-06-21,RT2,21,44,2100,47.72727272727273,Tuesday,Weekday
17562,2022-06-21,RT2,11,30,1100,36.666666666666664,Tuesday,Weekday
18558,2022-06-21,RT2,13,30,1300,43.333333333333336,Tuesday,Weekday
17564,2022-06-21,RT2,12,40,1200,30.0,Tuesday,Weekday
18561,2022-06-21,RT2,19,40,1900,47.5,Tuesday,Weekday
18560,2022-06-21,RT2,19,40,1900,47.5,Tuesday,Weekday
17560,2022-06-21,RT2,19,45,1900,42.22222222222222,Tuesday,Weekday
19561,2022-06-21,RT2,20,45,2000,44.44444444444444,Tuesday,Weekday
19563,2022-06-21,RT2,22,45,2200,48.888888888888886,Tuesday,Weekday
19563,2022-06-21,RT3,12,29,1200,41.37931034482759,Tuesday,Weekday
19562,2022-06-21,RT3,13,29,1300,44.827586206896555,Tuesday,Weekday
19561,2022-06-21,RT3,11,29,1100,37.93103448275862,Tuesday,Weekday
18562,2022-06-21,RT3,14,29,1400,48.275862068965516,Tuesday,Weekday
17558,2022-06-21,RT3,12,27,1200,44.44444444444444,Tuesday,Weekday
17562,2022-06-21,RT3,9,27,900,33.33333333333333,Tuesday,Weekday
19559,2022-06-21,RT3,12,27,1200,44.44444444444444,Tuesday,Weekday
16559,2022-06-21,RT3,16,32,1600,50.0,Tuesday,Weekday
16558,2022-06-21,RT3,3,8,300,37.5,Tuesday,Weekday
16560,2022-06-21,RT3,8,20,800,40.0,Tuesday,Weekday
16562,2022-06-21,RT3,8,18,800,44.44444444444444,Tuesday,Weekday
17559,2022-06-21,RT3,8,16,800,50.0,Tuesday,Weekday
18559,2022-06-21,RT3,8,23,800,34.78260869565217,Tuesday,Weekday
18563,2022-06-21,RT3,8,23,800,34.78260869565217,Tuesday,Weekday
19558,2022-06-21,RT3,8,21,800,38.095238095238095,Tuesday,Weekday
18558,2022-06-21,RT3,9,26,900,34.61538461538461,Tuesday,Weekday
17564,2022-06-21,RT3,9,24,900,37.5,Tuesday,Weekday
16563,2022-06-21,RT3,10,20,1000,50.0,Tuesday,Weekday
17560,2022-06-21,RT3,10,25,1000,40.0,Tuesday,Weekday
17561,2022-06-21,RT3,10,19,1000,52.63157894736842,Tuesday,Weekday
17563,2022-06-21,RT3,10,16,1000,62.5,Tuesday,Weekday
19560,2022-06-21,RT3,10,19,1000,52.63157894736842,Tuesday,Weekday
16561,2022-06-21,RT3,12,21,1200,57.14285714285714,Tuesday,Weekday
18561,2022-06-21,RT3,12,25,1200,48.0,Tuesday,Weekday
